Name,Address_full,Phone_number,Website,Rating,Region,Category
Chef À Nice - Head Private - Catering - Salicorne Et Romarin,"157 Rte de Saint-Pierre de Féric, 06000 Nice, France",+590 690 69 77 02,http://salicorne-et-romarin.fr/,5.0,Alpes Côte azur,
Helen Traiteur,"Bd de la Croisette, 06400 Cannes, France",+33 9 90 33 31 73,http://www.helen.fr/,5.0,Alpes Côte azur,
Prestige Events,"388 Bd Stalingrad, 06340 Drap, France",+33 4 93 44 81 93,https://www.prestigeevents.pro/,5.0,Alpes Côte azur,
GROUPE PAVILLON,,+33 4 92 28 35 28,http://www.groupepavillon.com/,3.0,Alpes Côte azur,
Rotisserie Du Palais Norbert,"14 Rue de la Préfecture, 06300 Nice, France",+33 4 89 14 36 11,https://delicity.com/rotisserie-du-palais-nice,4.2,Alpes Côte azur,
Saveurs Et Prestige,"36 Bd Marinoni, 06310 Beaulieu-sur-Mer, France",+33 4 93 01 05 51,http://www.saveursprestige.com/,4.7,Alpes Côte azur,
Paella Andalouse (Traiteur à domicile),,+33 6 58 40 69 75,,3.6,Alpes Côte azur,
Traiteur les Saveurs de Marnaïs,"La Grave, 06420 Marie, France",+33 4 93 05 75 13,http://www.traiteur-saveursmarnais-06.fr/,5.0,Alpes Côte azur,
Carrefour Traiteur,"zone industrielle St Hermentaire Quartier Le Salamandrier, 83300 Draguignan, France",+33 4 94 60 25 79,https://traiteur.carrefour.fr/,1.0,Alpes Côte azur,
Repas Traiteur,"192 Rte de Grasse, 06600 Antibes, France",+33 4 92 95 86 42,,,Alpes Côte azur,
Le Traiteur des Halles,"43 Bd Marinoni, 06310 Beaulieu-sur-Mer, France",+33 4 93 76 67 05,,4.0,Alpes Côte azur,
Socca la Bella,,+33 4 93 54 98 63,https://soccalabella.com/,2.0,Alpes Côte azur,
AKISSI TRAITEUR,,+33 7 60 67 63 62,https://akissi-traiteur.fr/,,Alpes Côte azur,
Blanche Traiteur,"50 Av. du Char Verdun, 83160 La Valette-du-Var, France",+33 6 11 77 00 50,,5.0,Alpes Côte azur,
Au Buffet de Provence,,+33 6 50 74 40 19,,,Alpes Côte azur,
La Maizon traiteur Cannes,"18 Rue d'Antibes, 06400 Cannes, France",+33 4 93 30 19 93,https://www.lamaizon-traiteur.com/mon-compte/,4.7,Alpes Côte azur,
Tête d'Ail,"16 Bd Albert 1er, 06600 Antibes, France",+33 4 93 61 22 41,http://www.tetedail.com/,5.0,Alpes Côte azur,
Au Buffet de Provence,,+33 6 50 74 40 19,,,Alpes Côte azur,
"Chef à domicile, Chef Privé, Private Chef, French Flavour, Nice, Cannes, Monaco, south of France",,+33 6 50 18 49 76,,5.0,Alpes Côte azur,
L'Azuréenne Boucher Traiteur,"6 Pl. du Général Leclerc, 06110 Le Cannet, France",+33 4 93 45 72 60,http://www.lazureenne-boucher-traiteur.fr/,4.3,Alpes Côte azur,
Traiteur Gallot - Le Clos des Près Secs,"913 Rue Louis Arnal, 69380 Lozanne, France",+33 4 72 54 39 24,https://www.traiteurgallot.fr/,"4,8",Auvergne-Rhône-Alpes,Caterer
Évidence Réception,"9 Av. du Progrès, 69800 Saint-Priest, France",+33 6 62 32 31 26,https://evidence-reception.com/,"4,8",Auvergne-Rhône-Alpes,Caterer
"Traiteur événementiel à domicile, Lyon, Rhône, Maison Joly","196 Quai Pierre Dupont, 69270 Rochetaillée-sur-Saône, France",+33 6 27 49 22 45,https://www.maison-joly.com/,5,Auvergne-Rhône-Alpes,Caterer
Solignat Traiteur,"18 Av. des Volcans, 63530 Chanat-la-Mouteyre, France",+33 4 73 62 11 08,http://www.solignat-traiteur.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
"Création gourmande, traiteur","9 Rue des Frères Lumière, 63100 Clermont-Ferrand, France",+33 4 73 19 17 70,http://www.creation-gourmande.com/,"4,9",Auvergne-Rhône-Alpes,Caterer
Harmonie Traiteur,"101 Rue Ney, 69006 Lyon, France",+33 7 62 78 31 79,http://www.harmonie-traiteur.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
Les Délices de Mariame - DM Traiteur,"79 Rue Marie Curie, 38370 Saint-Alban-du-Rhône, France",+33 7 61 92 95 92,https://www.xn--lesdlicesdemariame-ewb.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
Dominique Traiteur,"25 Rte de Bordeaux, 69670 Vaugneray, France",+33 4 78 57 05 53,https://www.dominiquetraiteur.com/,"4,8",Auvergne-Rhône-Alpes,Caterer
Ambiance & Saveurs - Traiteur Événementiel Lyonnais,"20 Av. du 24 Août 1944, 69960 Corbas, France",+33 4 78 83 46 78,http://www.ambianceetsaveurs.com/,"4,5",Auvergne-Rhône-Alpes,Caterer
Gourmand'Home Traiteur de Réceptions et Chef à Domicile,"749 Rte du Collomb, 73610 Saint-Alban-de-Montbel, France",+33 7 83 28 38 39,https://www.gourmandhome.com/,"4,9",Auvergne-Rhône-Alpes,Caterer
4S Réception,"72 Rue Jean Perrin, 38550 Saint-Maurice-l'Exil, France",+33 4 74 86 50 96,http://www.traiteur4sreception.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
TRAITEUR SEVE,"50 Rue de Molina, 42000 Saint-Étienne, France",+33 7 60 23 87 99,http://www.sevechapoton-traiteur.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
Les Gourmandi'z traiteur,"38 Rue Victor Hugo, 42400 Saint-Chamond, France",+33 6 76 99 56 67,http://www.lesgourmandiz-traiteur.fr/,"4,8",Auvergne-Rhône-Alpes,Caterer
Aux Rendez-vous des Saveurs,"20 Rue Sadi Carnot, 42230 Roche-la-Molière, France",+33 4 77 90 63 20,https://www.auxrendez-vousdessaveurs.com/,"4,7",Auvergne-Rhône-Alpes,Caterer
"MAISON ARTHAUD - Traiteur Créatif de moment unique - Réception mariage, anniversaire, séminaire, Food corner","111 Mnt Saint-Marcel, 38200 Vienne, France",+33 6 67 47 44 64,https://www.maisonarthaud.fr/,5,Auvergne-Rhône-Alpes,Caterer
Hayraud Hervé - Traiteur,"65 Chem. Neuf, 69780 Toussieu, France",+33 4 78 90 09 62,http://www.traiteur-hayraud.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
sarl bardon traiteur,"Imp. des 4 Vents, 38540 Heyrieux, France",+33 4 78 40 53 17,http://www.bardon-traiteur.fr/,"4,8",Auvergne-Rhône-Alpes,Caterer
Eric Favier réception,"15 Rue de la Résistance, 42000 Saint-Étienne, France",+33 6 11 78 62 52,http://traiteur-st-etienne.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
"La colombe gourmande : Traiteur événementiel, mariage, baptême, Clermont-Ferrand, Auvergne, Puy de dôme","Pl. de la République, 63270 Vic-le-Comte, France",+33 7 81 93 12 83,https://lacolombegourmande.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
Traiteur du Val de Saône,"14 Rue Tilladet, 71000 Mâcon, France",+33 3 85 37 52 13,https://www.traiteur-macon.com/,"4,8",Auvergne-Rhône-Alpes,Caterer
Sara traiteur,,+33 6 79 11 39 06,http://saratraiteur.fr/,5,Auvergne-Rhône-Alpes,Caterer
Montrognon Traiteur,"28 Av. d'Aubière, 63800 Cournon-d'Auvergne, France",+33 4 73 61 30 51,http://le-montrognon.com/,"4,6",Auvergne-Rhône-Alpes,Caterer
Traiteur et Saveurs Mollon Sylvain,"21 Rue Colombet Solle, 42170 Saint-Just-Saint-Rambert, France",+33 4 77 52 08 37,http://www.traiteur-et-saveurs.fr/,"4,4",Auvergne-Rhône-Alpes,Caterer
Del Forno Père et Fils,"227 Rte de Montmerle, 69830 Saint-Georges-de-Reneins, France",+33 4 74 67 61 73,http://www.delforno-traiteur.com/,"4,5",Auvergne-Rhône-Alpes,Caterer
Les 3 garcins evenement passion traiteur,"40 Bd Albert Buisson, 63500 Issoire, France",+33 4 73 89 17 90,https://www.les3garcins.com/,"4,4",Auvergne-Rhône-Alpes,Caterer
Traiteur Du Vernay,"81 Av. Général de Gaulle, 69300 Caluire-et-Cuire, France",+33 4 78 23 23 56,http://www.traiteur-du-vernay.com/,"4,6",Auvergne-Rhône-Alpes,Caterer
Auvergne Traiteur,"58 Rue Michelet, 63100 Clermont-Ferrand, France",+33 7 80 77 76 79,https://auvergnetraiteur.com/,"4,9",Auvergne-Rhône-Alpes,Caterer
Events For You - Traiteur,"37 Rue Giuseppe Verdi, 69800 Saint-Priest, France",+33 6 61 63 66 04,http://www.eventsforyou.fr/,"4,5",Auvergne-Rhône-Alpes,Caterer
La Toque Viennoise Traiteur,"7 Rte de Cancanne, 38780 Pont-Évêque, France",+33 7 87 21 85 02,https://latoqueviennoise.com/,"4,8",Auvergne-Rhône-Alpes,Caterer
GC Traiteur,"568 Rte de Tapigneux, 42800 Genilac, France",+33 6 64 83 71 80,,"4,8",Auvergne-Rhône-Alpes,Caterer
NL Réceptions,"651 Rte de Ruty, 69220 Belleville-en-Beaujolais, France",+33 6 62 31 42 30,https://www.nl-receptions.com/m-6-nous-contacter.html,5,Auvergne-Rhône-Alpes,Caterer
Goute moi ca,"6 Rue du Dr Horand, 69009 Lyon, France",+33 6 59 18 02 86,,"4,8",Auvergne-Rhône-Alpes,Caterer
nelly traiteur events,"2 Rue de la Vigne, 42000 Saint-Étienne, France",+33 7 70 47 68 87,https://www.nellytraiteurevents.fr/,"4,7",Auvergne-Rhône-Alpes,Caterer
La Huitième Merveille,"48 Rue Charles Janin, 42680 Saint-Marcellin-en-Forez, France",+33 6 12 20 44 08,http://www.la-huitieme-merveille.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
Traiteur et Chef - Traiteur pour évènements particuliers et entreprises Lyon et Rhône Alpes,"49 Rte de la Garenne, 69780 Toussieu, France",+33 6 64 78 84 02,https://traiteuretchef.fr/,5,Auvergne-Rhône-Alpes,Caterer
Les Délices d'Orcines,"22 Rte de la Baraque, 63870 Orcines, France",+33 9 81 20 99 66,http://www.delicesdorcines.fr/,"4,5",Auvergne-Rhône-Alpes,Caterer
Au Bonheur du Jour,"18 Av. Sidoine Apollinaire, 69009 Lyon, France",+33 4 78 72 72 70,http://www.bonheurdujour.com/,"4,9",Auvergne-Rhône-Alpes,Caterer
Noces Orientales Traiteur,"23 Rue du Lyonnais, 69800 Saint-Priest, France",+33 6 52 59 14 79,http://www.noces-orientales.com/,"4,2",Auvergne-Rhône-Alpes,Caterer
Les Toqués Ardéchois : Service Traiteurs,"120 Lauve Blanc, 07800 Saint-Laurent-du-Pape, France",+33 4 75 57 26 53,https://lestoquesardechois07.fr/,"4,6",Auvergne-Rhône-Alpes,Caterer
Jacques Lafargue Catering,"7 Rte des Troques, 69630 Chaponost, France",+33 4 78 56 58 26,https://jacques-lafargue-traiteur.com/,"4,3",Auvergne-Rhône-Alpes,Caterer
La Saveur des Mets / Lyotard Gregoire,"535 Av. Louis Jonget, 43000 Le Puy-en-Velay, France",+33 4 71 02 07 23,https://www.traiteur-haute-loire.fr/,"4,8",Auvergne-Rhône-Alpes,Caterer
Sirine Mariage,,+33 7 52 93 58 73,http://www.sirinemariage.com/,5,Auvergne-Rhône-Alpes,Caterer
La Table Ronde,"4 Rue Victor de Laprade, 42110 Feurs, France",+33 4 77 26 24 92,http://www.latableronde-traiteur.fr/,"4,8",Auvergne-Rhône-Alpes,Caterer
Berthet Traiteur,"37 Rue de la Gare, 69400 Villefranche-sur-Saône, France",+33 4 74 65 04 74,http://www.dc-berthet-traiteur.com/,"4,5",Auvergne-Rhône-Alpes,Caterer
Garrat Traiteur,"14 Rue Jean Neyret, 42000 Saint-Étienne, France",+33 4 28 04 07 72,http://www.garrat-traiteur.com/,"4,4",Auvergne-Rhône-Alpes,Caterer
Franck Teyssier Traiteur,"50 Rue de l'Industrie, 42110 Civens, France",+33 4 77 27 00 15,http://www.francktraiteur.com/,"4,7",Auvergne-Rhône-Alpes,Caterer
Romtraiteur,"Les Rieux, 38620 Saint-Geoire-en-Valdaine, France",+33 4 82 79 52 53,http://www.romtraiteur.com/,"4,8",Auvergne-Rhône-Alpes,Caterer
La Verr'in Dallery Pittié,"43 Av. de la République, 69200 Vénissieux, France",+33 4 37 69 03 32,http://www.dallerypittie.fr/,"4,6",Auvergne-Rhône-Alpes,Caterer
Montrouge Traiteur,"lieu dit montrouge, 42600 Savigneux, France",+33 6 85 48 00 48,https://montrouge-traiteur.fr/,"4,8",Auvergne-Rhône-Alpes,Caterer
Traiteur et Chef - Traiteur sur Lyon et Rhône Alpes - Evènements particuliers et entreprises,,+33 6 64 78 84 02,https://traiteuretchef.fr/,5,Auvergne-Rhône-Alpes,Caterer
Traiteur Rocher,"Rte du Puy, 43370 Bains, France",+33 4 71 57 13 75,http://www.traiteur-rocher-bains.com/,"4,6",Auvergne-Rhône-Alpes,Caterer
"Traiteur Lyon ""BS traiteur","16 Rue Cuvier, 69006 Lyon, France",+33 4 81 91 19 15,http://www.bs-traiteur.com/,"4,3",Auvergne-Rhône-Alpes,Caterer
Fabien Mathé Traiteur,"Les berauds, 63300 Thiers, France",+33 6 99 40 39 62,http://fabienmathetraiteur.com/,"4,8",Auvergne-Rhône-Alpes,Caterer
Michaël Perrin - Chef à domicile Lyon,"Rue de la Voûte, 69460 Salles-Arbuissonnas-en-Beaujolais, France",+33 6 01 88 30 49,https://www.perrin-cheftraiteur.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
MC Régal Traiteur,"64 Rue Boiron, 69400 Villefranche-sur-Saône, France",+33 6 46 29 95 91,http://www.mc-regal-traiteur.fr/,5,Auvergne-Rhône-Alpes,Caterer
Richard Traiteur,"14 Rue Jean Neyret, 42000 Saint-Étienne, France",+33 4 77 41 67 74,https://richardtraiteur.fr/,"4,6",Auvergne-Rhône-Alpes,Caterer
Cuisine et Services,"68 All. du Besson, 69400 Limas, France",+33 6 30 61 70 41,https://cuisine-services.fr/,"4,6",Auvergne-Rhône-Alpes,Caterer
Bourne Traiteur,"Rue Olivier de Serres, 26300 Châteauneuf-sur-Isère, France",+33 4 75 24 02 81,https://bourne-traiteur.com/,"4,7",Auvergne-Rhône-Alpes,Caterer
Marie-Laure Bournot - Traiteur,"Rue de la Cure, 26300 Châteauneuf-sur-Isère, France",+33 4 75 71 88 34,http://marieesteve.site-solocal.com/,5,Auvergne-Rhône-Alpes,Caterer
Eatcetera Traiteur,"161 Rte de Vourles, 69230 Saint-Genis-Laval, France",+33 4 51 23 65 69,https://eatcetera.co/,"4,6",Auvergne-Rhône-Alpes,Caterer
Aux Mélanges Des Saveurs,"12 Rue Simon Boyer, 42600 Montbrison, France",+33 4 77 58 34 78,https://www.auxmelangesdessaveurs.fr/,"4,2",Auvergne-Rhône-Alpes,Caterer
Traiteur L'Evènement,"34 Grande Rue, 01150 Sault-Brénaz, France",+33 4 28 41 00 77,http://www.traiteur-levenement01.fr/,"4,2",Auvergne-Rhône-Alpes,Caterer
Elizim Traiteur,"44 Bd Waldeck Rousseau, 42400 Saint-Chamond, France",+33 7 83 77 69 22,https://www.instagram.com/elizim.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
KREYOL KITCHEN TRAITEUR,"47 All. des Moissons, 38510 Morestel, France",+33 6 65 55 04 77,http://www.kreyol-kitchen.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
Arthur Traiteur,"258 Rte des Brouilly, 69220 Saint-Lager, France",+33 6 58 28 42 26,http://www.arthurtraiteur.fr/,"4,1",Auvergne-Rhône-Alpes,Caterer
JL Traiteur,"JL Traiteur, 23600 Bussière-Saint-Georges, France",+33 6 31 33 80 37,https://www.jl-traiteur.com/,"4,6",Auvergne-Rhône-Alpes,Caterer
Voiron Laurent,"Rue de Chaponnière, 38470 Cognin-les-Gorges, France",+33 4 76 36 19 78,,"4,5",Auvergne-Rhône-Alpes,Caterer
Traiteur Dufal,,+33 6 87 09 01 25,https://dufaly.wixsite.com/traiteurdufal,"4,7",Auvergne-Rhône-Alpes,Caterer
Events For You - Traiteur,"53 Rue du Soleil, 42000 Saint-Étienne, France",+33 6 61 63 66 04,http://www.eventsforyou.fr/,"3,9",Auvergne-Rhône-Alpes,Caterer
Réceptions De Lyon,"6 Bd des Monts d'Or, 69580 Sathonay-Camp, France",+33 6 71 22 01 71,https://receptionsdelyon.fr/,5,Auvergne-Rhône-Alpes,Caterer
Rizlène,"Rue Paul Bert, 69003 Lyon, France",+33 6 75 48 12 22,,5,Auvergne-Rhône-Alpes,Caterer
Pause Traiteur,"87 Rue Désiré Claude, 42100 Saint-Étienne, France",+33 6 59 92 18 69,http://pause-traiteur.fr/,5,Auvergne-Rhône-Alpes,Caterer
C GASTRONOMIE - Traiteur Organisateur de Réceptions,"38 Rte de Brignais, 69630 Chaponost, France",+33 4 37 64 64 54,http://www.c-gastronomie.fr/,"4,8",Auvergne-Rhône-Alpes,Caterer
Jeff Traiteur,"Rue André Messager, 03410 Domérat, France",+33 6 61 74 11 95,,"4,5",Auvergne-Rhône-Alpes,Caterer
LA CARTE TRAITEUR,,+33 4 78 26 42 21,http://www.lacarte-traiteur.com/,"4,5",Auvergne-Rhône-Alpes,Caterer
Morand Traiteur – Traiteur,"34 Cours Richard-Vitton, 69003 Lyon, France",+33 6 71 13 10 24,http://morand-traiteur.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
Buffet traiteur,"55 All. de la Halle, 42350 La Talaudière, France",+33 4 77 53 99 65,,"4,1",Auvergne-Rhône-Alpes,Caterer
Berthet Reborn,"Lot. la Portarie, 38790 Saint-Georges-d'Espéranche, France",+33 4 74 59 09 05,,"4,5",Auvergne-Rhône-Alpes,Caterer
Aux Délices d'Alice - Charpy Traiteur,"16 Rte de Sancoins, 18150 La Chapelle-Hugon, France",+33 6 34 14 34 70,https://www.auxdelicesdalice.com/,"4,1",Auvergne-Rhône-Alpes,Caterer
Le Cochon d'Or,"12 Rue Bretonnie, 03100 Montluçon, France",+33 4 70 05 06 17,http://lecochondor.com/,"4,7",Auvergne-Rhône-Alpes,Caterer
Traiteur le 1984,"6 Rue Simon Boyer, 42600 Montbrison, France",+33 4 77 96 18 05,https://traiteurle1984.fr/,"3,8",Auvergne-Rhône-Alpes,Caterer
Thonnerieux Thierry,"2 Rue Antonin Prost, 42420 Lorette, France",+33 4 77 73 59 34,https://traiteurthonnerieux.fr/,"4,4",Auvergne-Rhône-Alpes,Caterer
Délices Créoles et Saveurs du Monde,"9 Rue Stéphane Servant, 03100 Montluçon, France",+33 9 50 80 74 94,,5,Auvergne-Rhône-Alpes,Caterer
Le Traiteur des Quais,"22 Quai Saint-Jacques, 74700 Sallanches, France",+33 4 50 55 24 92,https://www.letraiteurdesquais.fr/,5,Auvergne-Rhône-Alpes,Caterer
Chef Traiteur,,,https://www.chef-traiteur.fr/,,Auvergne-Rhône-Alpes,Caterer
The Garennes Gour,"130 Gour du Diable, 19360 Cosnac, France",+33 5 55 92 14 83,https://www.traiteurlesgarennesdugour.fr/,"4,7",Auvergne-Rhône-Alpes,Caterer
Cuisine et Sensations Traiteur,"1 Av. de Poumeyrol, 69300 Caluire-et-Cuire, France",+33 7 83 21 44 54,https://cuisineetsensations.wixsite.com/traiteur,"3,3",Auvergne-Rhône-Alpes,Caterer
Un chef pour vous,"8 Chem. des Mignottes, 03410 Lignerolles, France",,https://www.facebook.com/unchefpourvous03.fr,5,Auvergne-Rhône-Alpes,Caterer
O'PRA,"6 Rue Gilbert Vernade, 03410 Domérat, France",+33 4 70 07 64 10,,"4,7",Auvergne-Rhône-Alpes,Caterer
Saveurs et Traditions du Bocage,"6 Rue de l'Industrie, 03410 Saint-Victor, France",+33 4 70 51 45 10,http://www.stb03.fr/,"4,5",Auvergne-Rhône-Alpes,Caterer
Franquette & Francette,,+33 6 73 27 62 95,http://www.franquette-francette.com/,5,Auvergne-Rhône-Alpes,Caterer
Receptis - Traiteur Evènementiel Lyon,"254 Rue du Bas Perron, 69730 Genay, France",+33 4 78 91 23 07,https://www.receptis.com/,5,Auvergne-Rhône-Alpes,Caterer
Boucherie charcuterie traiteur Depoux,"24 Rue de Verdun, 23110 Évaux-les-Bains, France",+33 5 55 65 50 93,https://www.boucheriecharcuteriedepoux.fr/,"4,7",Auvergne-Rhône-Alpes,Caterer
Gubert Traiteur,"Rte de Poissac, 19330 Chameyrat, France",+33 5 55 20 36 20,https://gubert19traiteur.fr/,"4,8",Auvergne-Rhône-Alpes,Caterer
Philippe Traiteur SARL,"75 rue Jean Moulin Le Gua, 38490 Saint-André-le-Gaz, France",+33 4 74 18 19 40,http://www.regine-philippe-traiteur-location.fr/?utm_source=gmb,"4,4",Auvergne-Rhône-Alpes,Produce market
FIESTA TRAITEUR la vraie paella geante Ardeche-Drome-Rhone-Alpes,"FIESTA TRAITEUR la vraie paella geante Ardeche-Drome-Rhone-Alpes, 07170 Lavilledieu, France",+33 6 60 43 70 57,https://www.fiestatraiteur.fr/,4,Auvergne-Rhône-Alpes,Catering
Thomas Verrier Des petits plats dans les grands,"Rue du Ham. de la Grange, 42800 Chateauneuf, France",+33 6 99 71 81 30,,5,Auvergne-Rhône-Alpes,Caterer
Cuisine et Saveur du Monde Super Besse,"Av. du Sancy, 63610 Besse-et-Saint-Anastaise, France",+33 6 75 62 07 92,https://www.cuisine-saveur-monde.fr/traiteur-super-besse/,"4,5",Auvergne-Rhône-Alpes,Caterer
La Tour des Saveurs,"3 All. du Levant, 69890 La Tour-de-Salvagny, France",+33 4 78 48 02 46,http://www.traiteur-saveur-lyon.com/,"4,1",Auvergne-Rhône-Alpes,Caterer
salle de réception & restaurant éphémère l'Auvergnassou aux saveurs Bellocoises,"L'Auvergnassou, 19430 Bassignac-le-Bas, France",+33 6 12 65 90 60,http://aux-saveurs-bellocoises-auvergnassou.eatbu.com/,"4,8",Auvergne-Rhône-Alpes,Caterer
E.Leclerc TRAITEUR Montlucon Chateaugay,"4 Rue de la Chevêche, 03410 Domérat, France",+33 4 70 02 51 00,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN010361&vue=32,"3,9",Auvergne-Rhône-Alpes,Caterer
Bruno Paëlla,,+33 6 58 58 27 99,,"4,9",Auvergne-Rhône-Alpes,Caterer
Céline Charrière Traiteur & Portage de Repas à Domicile,,+33 7 63 05 11 82,https://www.celinecharrieretraiteur.fr/,5,Auvergne-Rhône-Alpes,Caterer
Richard Traiteur - Halles Mazerat Biltoki,"2 Cr Victor Hugo, 42000 Saint-Étienne, France",+33 6 63 42 03 66,,"4,4",Auvergne-Rhône-Alpes,Caterer
La paella de JM,,+33 6 30 89 88 23,https://lapaelladejm.fr/,5,Auvergne-Rhône-Alpes,Caterer
Euro Traiteur,"18 Bd de la Madeleine, 42600 Montbrison, France",+33 6 80 68 22 31,https://www.euro-traiteur.fr/,"3,7",Auvergne-Rhône-Alpes,Caterer
MC.traiteur73,,+33 6 48 78 70 74,,5,Auvergne-Rhône-Alpes,Caterer
Head Cook & Caterer À Domicile,,,https://www.chef-domicile.fr/,,Auvergne-Rhône-Alpes,Caterer
Traiteur Des Collines,"190 Rte de Romans, 26260 Clérieux, France",+33 6 84 93 61 15,http://www.traiteurdescollines.fr/,"2,9",Auvergne-Rhône-Alpes,Caterer
Resto-Mobile Commentry,"26 Rue du Progrès, 03600 Commentry, France",+33 4 70 64 65 68,,"4,5",Auvergne-Rhône-Alpes,Caterer
La Maison Jacquet,"Le bourg, 19330 Chanteix, France",+33 6 14 23 02 78,http://lamaisonjacquet.fr/,"4,8",Auvergne-Rhône-Alpes,Caterer
Fadi' Cuisine / Plats orientaux,,+33 6 52 27 74 70,,5,Auvergne-Rhône-Alpes,Caterer
La Palmeraie Traiteur,"43 Bd Alexandre de Fraissinette, 42000 Saint-Étienne, France",+33 6 18 69 09 27,http://traiteur-la-palmeraie.com/,"2,3",Auvergne-Rhône-Alpes,Caterer
Des îles - Traiteur en Limousin,"La Villatte, 23340 Gentioux-Pigerolles, France",+33 6 41 38 65 41,http://xn--desles-dwa.com/,5,Auvergne-Rhône-Alpes,Caterer
Jouanne Ludovic Guy,"Jouanne Ludovic Guy, 23600 Bussière-Saint-Georges, France",+33 5 55 82 01 74,,"2,9",Auvergne-Rhône-Alpes,Caterer
La Mijotée,"Le Marquisat, 19380 Neuville, France",+33 7 81 43 06 01,,5,Auvergne-Rhône-Alpes,Caterer
Aux Saveurs Bellocoises,"2 Pl. Marbot, 19120 Beaulieu-sur-Dordogne, France",+33 5 55 91 12 41,https://aux-saveurs-bellocoises-auvergnassou.eatbu.com/,"4,5",Auvergne-Rhône-Alpes,Caterer
Atelier Gourmand de St Cyr,"21 Av. Conseiller Coudert, 19130 Objat, France",+33 5 55 74 04 29,http://www.ateliergourmand-stcyr.com/,"4,6",Auvergne-Rhône-Alpes,Caterer
Saint Exupery Réceptions,"Zone industrielle du coutal, 24120 Terrasson-Lavilledieu, France",+33 6 10 54 29 68,http://www.saint-exupery-receptions.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
Le petit marquisat,"20 bis Bd du Marquisat, 19000 Tulle, France",+33 6 08 91 33 08,https://www.le-petit-marquisat.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,"4,9",Auvergne-Rhône-Alpes,Caterer
Carlier cuisinier traiteur,"Pl. Maréchal de Lattre de Tassigny, 19100 Brive-la-Gaillarde, France",+33 5 87 49 56 03,https://www.carlier-cuisinier-traiteur.fr/,"4,9",Auvergne-Rhône-Alpes,Caterer
Côte Dejeuner,"8 Rue Louis Blanchard, 42290 Sorbiers, France",+33 4 77 01 00 37,http://www.toqueetgourmandise.fr/,"4,4",Auvergne-Rhône-Alpes,Caterer
Domaine de la Fage,"Domaine de la Fage, 19600 Noailles, France",+33 6 80 98 07 07,http://www.domainedelafage.fr/,"4,8",Auvergne-Rhône-Alpes,Caterer
De Haro Stephane,"6 Rue de Chez Brillaud, 23700 Mainsat, France",+33 9 64 16 21 68,,5,Auvergne-Rhône-Alpes,Caterer
Carrefour Traiteur,"Av. du Bourbonnais, 23600 Boussac, France",+33 5 55 65 10 96,https://traiteur.carrefour.fr/,5,Auvergne-Rhône-Alpes,Caterer
TRAITEUR DE LA CHAPELLE,"46 Rue de Lavaud, 23300 La Souterraine, France",+33 5 55 63 04 93,http://www.traiteurdelachapelle.fr/?utm_source=gmb,"4,5",Auvergne-Rhône-Alpes,Caterer
Au Fin Palais,"19 Rue de Prompsault, 24660 Sanilhac, France",+33 9 70 35 53 65,http://www.traiteur-vitel-24.com/,"4,8",Auvergne-Rhône-Alpes,Caterer
La Table d'Aline,"Le Temple de l'Eau, 24390 Cherveix-Cubas, France",+33 6 83 31 48 91,https://latabledaline.fr/,"4,7",Auvergne-Rhône-Alpes,Caterer
Périgord-Traiteur,"215 Imp. Joyce Mansour, 24750 Boulazac Isle Manoire, France",+33 5 53 06 00 64,https://www.perigord-traiteur.fr/,"4,8",Auvergne-Rhône-Alpes,Caterer
Carrefour Traiteur,"211 Quai Ledru Rollin, 03100 Montluçon, France",+33 4 70 02 66 79,https://traiteur.carrefour.fr/,,Auvergne-Rhône-Alpes,Caterer
Majda's tasty table,"16 Av. de la Bastille, 19000 Tulle, France",+33 7 86 91 53 80,,5,Auvergne-Rhône-Alpes,Caterer
Genois Artisan Traiteur,"Lescurade, 19600 Saint-Cernin-de-Larche, France",+33 5 55 24 69 03,https://www.genois-artisantraiteur.fr/,"4,7",Auvergne-Rhône-Alpes,Caterer
Les Pradines,"Rue Jean Monnet 1 Zac, 87920 Condat-sur-Vienne, France",+33 5 55 06 38 78,http://www.lespradines.com/,"4,3",Auvergne-Rhône-Alpes,Caterer
Florent Linard Traiteur,"3 allée des chênes, 87440 Saint-Mathieu, France",+33 6 01 01 15 63,https://instagram.com/florent_linard_cuisine?igshid=OGQ5ZDc2ODk2ZA==,5,Auvergne-Rhône-Alpes,Caterer
